Mod:Item:MetaData, Localized Name
gregtech:machine:130, Basic Brewery
gregtech:machine:131, Advanced Brewery
gregtech:machine:132, Advanced Brewery II
gregtech:machine:133, Advanced Brewery III
gregtech:machine:140, Basic Canning Machine
gregtech:machine:141, Advanced Canning Machine
gregtech:machine:142, Advanced Canning Machine II
gregtech:machine:143, Advanced Canning Machine III
gregtech:machine:150, Basic Centrifuge
gregtech:machine:151, Advanced Centrifuge
gregtech:machine:152, Turbo Centrifuge
gregtech:machine:153, Turbo Centrifuge II
gregtech:machine:180, Basic Chemical Bath
gregtech:machine:181, Advanced Chemical Bath
gregtech:machine:182, Advanced Chemical Bath II
gregtech:machine:183, Advanced Chemical Bath III
gregtech:machine:190, Basic Chemical Reactor
gregtech:machine:191, Advanced Chemical Reactor
gregtech:machine:192, Advanced Chemical Reactor II
gregtech:machine:193, Advanced Chemical Reactor III
gregtech:machine:210, Basic Compressor
gregtech:machine:211, Advanced Compressor
gregtech:machine:212, Advanced Compressor II
gregtech:machine:213, Singularity Compressor
gregtech:machine:220, Basic Cutting Machine
gregtech:machine:221, Advanced Cutting Machine
gregtech:machine:222, Advanced Cutting Machine II
gregtech:machine:223, Advanced Cutting Machine III
gregtech:machine:230, Basic Distillery
gregtech:machine:231, Advanced Distillery
gregtech:machine:232, Advanced Distillery II
gregtech:machine:233, Advanced Distillery III
gregtech:machine:240, Basic Electrolyzer
gregtech:machine:241, Advanced Electrolyzer
gregtech:machine:242, Advanced Electrolyzer II
gregtech:machine:243, Molecular Disintegrator E-4908
gregtech:machine:250, Basic Electromagnetic Separator
gregtech:machine:251, Advanced Electromagnetic Separator
gregtech:machine:252, Advanced Electromagnetic Separator II
gregtech:machine:253, Advanced Electromagnetic Separator III
gregtech:machine:260, Basic Extractor
gregtech:machine:261, Advanced Extractor
gregtech:machine:262, Advanced Extractor II
gregtech:machine:263, Vacuum Extractor
gregtech:machine:271, Advanced Extruder
gregtech:machine:272, Advanced Extruder II
gregtech:machine:273, Advanced Extruder III
gregtech:machine:280, Basic Fermenter
gregtech:machine:281, Advanced Fermenter
gregtech:machine:282, Advanced Fermenter II
gregtech:machine:283, Advanced Fermenter III
gregtech:machine:290, Basic Fluid Canner
gregtech:machine:291, Advanced Fluid Canner
gregtech:machine:292, Quick Fluid Canner
gregtech:machine:293, Turbo Fluid Canner
gregtech:machine:300, Basic Fluid Extractor
gregtech:machine:301, Advanced Fluid Extractor
gregtech:machine:302, Advanced Fluid Extractor II
gregtech:machine:303, Advanced Fluid Extractor III
gregtech:machine:310, Basic Fluid Heater
gregtech:machine:311, Advanced Fluid Heater
gregtech:machine:312, Advanced Fluid Heater II
gregtech:machine:313, Advanced Fluid Heater III
gregtech:machine:320, Basic Fluid Solidifier
gregtech:machine:321, Advanced Fluid Solidifier
gregtech:machine:322, Advanced Fluid Solidifier II
gregtech:machine:323, Advanced Fluid Solidifier III
gregtech:machine:330, Basic Forge Hammer
gregtech:machine:331, Advanced Forge Hammer
gregtech:machine:332, Advanced Forge Hammer II
gregtech:machine:333, Advanced Forge Hammer III
gregtech:machine:340, Basic Forming Press
gregtech:machine:341, Advanced Forming Press
gregtech:machine:342, Advanced Forming Press II
gregtech:machine:343, Advanced Forming Press III
gregtech:machine:350, Basic Lathe
gregtech:machine:351, Advanced Lathe
gregtech:machine:352, Advanced Lathe II
gregtech:machine:353, Advanced Lathe III
gregtech:machine:360, Basic Microwave
gregtech:machine:361, Advanced Microwave
gregtech:machine:362, Advanced Microwave II
gregtech:machine:363, Advanced Microwave III
gregtech:machine:370, Basic Mixer
gregtech:machine:371, Advanced Mixer
gregtech:machine:372, Advanced Mixer II
gregtech:machine:373, Advanced Mixer III
gregtech:machine:380, Basic Ore Washing Plant
gregtech:machine:381, Advanced Ore Washing Plant
gregtech:machine:382, Advanced Ore Washing Plant II
gregtech:machine:383, Advanced Ore Washing Plant III
gregtech:machine:390, Basic Packager
gregtech:machine:391, Advanced Packager
gregtech:machine:392, Advanced Packager II
gregtech:machine:393, Advanced Packager III
gregtech:machine:400, Basic Unpackager
gregtech:machine:401, Advanced Unpackager
gregtech:machine:402, Advanced Unpackager II
gregtech:machine:403, Advanced Unpackager III
gregtech:machine:410, Basic Plasma Arc Furnace
gregtech:machine:411, Advanced Plasma Arc Furnace
gregtech:machine:412, Advanced Plasma Arc Furnace II
gregtech:machine:413, Advanced Plasma Arc Furnace III
gregtech:machine:420, Basic Polarizer
gregtech:machine:421, Advanced Polarizer
gregtech:machine:422, Advanced Polarizer II
gregtech:machine:423, Advanced Polarizer III
gregtech:machine:430, Basic Precision Laser Engraver
gregtech:machine:431, Advanced Precision Laser Engraver
gregtech:machine:432, Advanced Precision Laser Engraver II
gregtech:machine:433, Advanced Precision Laser Engraver III
gregtech:machine:434, gregtech.machine.laser_engraver.iv.name
gregtech:machine:450, Basic Sifting Machine
gregtech:machine:451, Advanced Sifting Machine
gregtech:machine:452, Advanced Sifting Machine II
gregtech:machine:453, Advanced Sifting Machine III
gregtech:machine:460, Basic Thermal Centrifuge
gregtech:machine:461, Advanced Thermal Centrifuge
gregtech:machine:462, Advanced Thermal Centrifuge II
gregtech:machine:463, Advanced Thermal Centrifuge III
gregtech:machine:470, Basic Wiremill
gregtech:machine:471, Advanced Wiremill
gregtech:machine:472, Advanced Wiremill II
gregtech:machine:473, Advanced Wiremill III
gregtech:machine:480, Basic Diesel Generator
gregtech:machine:481, Advanced Diesel Generator
gregtech:machine:482, Turbo Diesel Generator
gregtech:machine:485, Basic Steam Turbine
gregtech:machine:486, Advanced Steam Turbine
gregtech:machine:487, Turbo Steam Turbine
gregtech:machine:490, Basic Gas Turbine
gregtech:machine:491, Advanced Gas Turbine
gregtech:machine:492, Turbo Gas Turbine
gregtech:machine:493, Magic Energy Absorber
gregtech:machine:494, Basic Item Collector
gregtech:machine:495, Advanced Item Collector
gregtech:machine:496, Advanced Item Collector II
gregtech:machine:497, Advanced Item Collector III
gregtech:machine:500, ULV Machine Hull
gregtech:machine:501, LV Machine Hull
gregtech:machine:502, MV Machine Hull
gregtech:machine:503, HV Machine Hull
gregtech:machine:504, EV Machine Hull
gregtech:machine:505, IV Machine Hull
gregtech:machine:506, LuV Machine Hull
gregtech:machine:507, ZPM Machine Hull
gregtech:machine:508, UV Machine Hull
gregtech:machine:509, Max Machine Hull
gregtech:machine:510, Primitive Blast Furnace
gregtech:machine:511, Electric Blast Furnace
gregtech:machine:512, Vacuum Freezer
gregtech:machine:513, Implosion Compressor
gregtech:machine:514, Pyrolyse Oven
gregtech:machine:515, Distillation Tower
gregtech:machine:516, Multi Smelter
gregtech:machine:517, Diesel Engine
gregtech:machine:518, Large Steam Turbine
gregtech:machine:519, Large Gas Turbine
gregtech:machine:520, Large Plasma Turbine
gregtech:machine:521, Large Bronze Boiler
gregtech:machine:522, Large Steel Boiler
gregtech:machine:523, Large Titanium Boiler
gregtech:machine:524, Large Tungstensteel Boiler
gregtech:machine:525, Cracker Unit
gregtech:machine:526, Coke Oven
gregtech:machine:527, Coke Oven Hatch
gregtech:machine:600, Low Voltage Transformer
gregtech:machine:601, Medium Voltage Transformer
gregtech:machine:602, High Voltage Transformer
gregtech:machine:603, Extreme Voltage Transformer
gregtech:machine:604, Insane Voltage Transformer
gregtech:machine:605, Ludicrous Voltage Transformer
gregtech:machine:606, ZPM Voltage Transformer
gregtech:machine:607, Ultimate Voltage Transformer
gregtech:machine:610, Ultra Low Voltage Battery Buffer
gregtech:machine:611, Ultra Low Voltage Battery Buffer
gregtech:machine:612, Ultra Low Voltage Battery Buffer
gregtech:machine:613, Ultra Low Voltage Battery Buffer
gregtech:machine:614, Low Voltage Battery Buffer
gregtech:machine:615, Low Voltage Battery Buffer
gregtech:machine:616, Low Voltage Battery Buffer
gregtech:machine:617, Low Voltage Battery Buffer
gregtech:machine:618, Medium Voltage Battery Buffer
gregtech:machine:619, Medium Voltage Battery Buffer
gregtech:machine:620, Medium Voltage Battery Buffer
gregtech:machine:621, Medium Voltage Battery Buffer
gregtech:machine:622, High Voltage Battery Buffer
gregtech:machine:623, High Voltage Battery Buffer
gregtech:machine:624, High Voltage Battery Buffer
gregtech:machine:625, High Voltage Battery Buffer
gregtech:machine:626, Extreme Voltage Battery Buffer
gregtech:machine:627, Extreme Voltage Battery Buffer
gregtech:machine:628, Extreme Voltage Battery Buffer
gregtech:machine:629, Extreme Voltage Battery Buffer
gregtech:machine:630, Insane Voltage Battery Buffer
gregtech:machine:631, Insane Voltage Battery Buffer
gregtech:machine:632, Insane Voltage Battery Buffer
gregtech:machine:633, Insane Voltage Battery Buffer
gregtech:machine:634, Ludicrous Voltage Battery Buffer
gregtech:machine:635, Ludicrous Voltage Battery Buffer
gregtech:machine:636, Ludicrous Voltage Battery Buffer
gregtech:machine:637, Ludicrous Voltage Battery Buffer
gregtech:machine:638, ZPM Voltage Battery Buffer
gregtech:machine:639, ZPM Voltage Battery Buffer
gregtech:machine:640, ZPM Voltage Battery Buffer
gregtech:machine:641, ZPM Voltage Battery Buffer
gregtech:machine:642, Ultimate Voltage Battery Buffer
gregtech:machine:643, Ultimate Voltage Battery Buffer
gregtech:machine:644, Ultimate Voltage Battery Buffer
gregtech:machine:645, Ultimate Voltage Battery Buffer
gregtech:machine:646, MAX Voltage Battery Buffer
gregtech:machine:647, MAX Voltage Battery Buffer
gregtech:machine:648, MAX Voltage Battery Buffer
gregtech:machine:649, MAX Voltage Battery Buffer
gregtech:machine:680, Ultra Low Voltage Battery Charger
gregtech:machine:681, Low Voltage Battery Charger
gregtech:machine:682, Medium Voltage Battery Charger
gregtech:machine:683, High Voltage Battery Charger
gregtech:machine:684, Extreme Voltage Battery Charger
gregtech:machine:685, Insane Voltage Battery Charger
gregtech:machine:686, Ludicrous Voltage Battery Charger
gregtech:machine:687, ZPM Voltage Battery Charger
gregtech:machine:688, Ultimate Voltage Battery Charger
gregtech:machine:689, MAX Voltage Battery Charger
gregtech:machine:700, Input Bus (ULV)
gregtech:machine:701, Output Bus (ULV)
gregtech:machine:702, Input Hatch (ULV)
gregtech:machine:703, Output Hatch (ULV)
gregtech:machine:704, Energy Input Hatch (ULV)
gregtech:machine:705, Energy Output Hatch (ULV)
gregtech:machine:710, Input Bus (LV)
gregtech:machine:711, Output Bus (LV)
gregtech:machine:712, Input Hatch (LV)
gregtech:machine:713, Output Hatch (LV)
gregtech:machine:714, Energy Input Hatch (LV)
gregtech:machine:715, Energy Output Hatch (LV)
gregtech:machine:720, Input Bus (MV)
gregtech:machine:721, Output Bus (MV)
gregtech:machine:722, Input Hatch (MV)
gregtech:machine:723, Output Hatch (MV)
gregtech:machine:724, Energy Input Hatch (MV)
gregtech:machine:725, Energy Output Hatch (MV)
gregtech:machine:730, Input Bus (HV)
gregtech:machine:731, Output Bus (HV)
gregtech:machine:732, Input Hatch (HV)
gregtech:machine:733, Output Hatch (HV)
gregtech:machine:734, Energy Input Hatch (HV)
gregtech:machine:735, Energy Output Hatch (HV)
gregtech:machine:740, Input Bus (EV)
gregtech:machine:741, Output Bus (EV)
gregtech:machine:742, Input Hatch (EV)
gregtech:machine:743, Output Hatch (EV)
gregtech:machine:744, Energy Input Hatch (EV)
gregtech:machine:745, Energy Output Hatch (EV)
gregtech:machine:750, Input Bus (IV)
gregtech:machine:751, Output Bus (IV)
gregtech:machine:752, Input Hatch (IV)
gregtech:machine:753, Output Hatch (IV)
gregtech:machine:754, Energy Input Hatch (IV)
gregtech:machine:755, Energy Output Hatch (IV)
gregtech:machine:760, Input Bus (LuV)
gregtech:machine:761, Output Bus (LuV)
gregtech:machine:762, Input Hatch (LuV)
gregtech:machine:763, Output Hatch (LuV)
gregtech:machine:764, Energy Input Hatch (LuV)
gregtech:machine:765, Energy Output Hatch (LuV)
gregtech:machine:770, Input Bus (ZPM)
gregtech:machine:771, Output Bus (ZPM)
gregtech:machine:772, Input Hatch (ZPM)
gregtech:machine:773, Output Hatch (ZPM)
gregtech:machine:774, Energy Input Hatch (ZPM)
gregtech:machine:775, Energy Output Hatch (ZPM)
gregtech:machine:780, Input Bus (UV)
gregtech:machine:781, Output Bus (UV)
gregtech:machine:782, Input Hatch (UV)
gregtech:machine:783, Output Hatch (UV)
gregtech:machine:784, Energy Input Hatch (UV)
gregtech:machine:785, Energy Output Hatch (UV)
gregtech:machine:790, Input Bus (MAX)
gregtech:machine:791, Output Bus (MAX)
gregtech:machine:792, Input Hatch (MAX)
gregtech:machine:793, Output Hatch (MAX)
gregtech:machine:794, Energy Input Hatch (MAX)
gregtech:machine:795, Energy Output Hatch (MAX)
gregtech:machine:802, Bronze Chest
gregtech:machine:803, Steel Chest
gregtech:machine:804, Stainless Steel Chest
gregtech:machine:805, Titanium Chest
gregtech:machine:806, Tungstensteel Chest
gregtech:machine:807, Wooden Chest
gregtech:machine:808, Small Wooden Chest
gregtech:machine:811, Wooden Tank
gregtech:machine:812, Bronze Tank
gregtech:machine:813, Steel Tank
gregtech:machine:814, Stainless Steel Tank
gregtech:machine:815, Titanium Tank
gregtech:machine:816, Tungstensteel Tank
gregtech:machine:817, Rotor Holder (HV)
gregtech:machine:818, Rotor Holder (LuV)
gregtech:machine:819, Rotor Holder (MAX)
gregtech:machine:820, Basic Fisher
gregtech:machine:821, Advanced Fisher
gregtech:machine:822, Advanced Fisher II
gregtech:machine:823, Advanced Fisher III
gregtech:machine:824, Locked Safe
gregtech:machine:825, Crafting Station
gregtech:machine:826, gregtech.machine.armor_table.name
gregtech:machine:900, Basic Pump
gregtech:machine:910, Advanced Pump
gregtech:machine:920, Advanced Pump II
gregtech:machine:930, Advanced Pump III
gregtech:machine:950, Basic Air Collector
gregtech:machine:960, Advanced Air Collector
gregtech:machine:970, Advanced Air Collector II
gregtech:machine:980, Atmosphere Collector III
gregtech:machine:1001, Tesla Coil
gregtech:machine:1010, Basic Quantum Chest
gregtech:machine:1011, Advanced Quantum Chest
gregtech:machine:1012, Advanced Quantum Chest II
gregtech:machine:1013, Black Hole-Quantum Chest III
gregtech:machine:1020, Basic Quantum Tank
gregtech:machine:1021, Advanced Quantum Tank
gregtech:machine:1022, Advanced Quantum Tank II
gregtech:machine:1023, Black Hole-Quantum Tank III
gregtech:machine:1030, Basic Block Breaker
gregtech:machine:1031, Advanced Block Breaker
gregtech:machine:1032, Advanced Block Breaker II
gregtech:machine:1033, Advanced Block Breaker III
gregtech:cable:1, 1x Aluminium wire
gregtech:cable:1001, 2x Aluminium wire
gregtech:cable:2001, 4x Aluminium wire
gregtech:cable:3001, 8x Aluminium wire
gregtech:cable:4001, 16x Aluminium wire
gregtech:cable:5001, 1x Aluminium cable
gregtech:cable:6001, 2x Aluminium cable
gregtech:cable:7001, 4x Aluminium cable
gregtech:cable:8001, 8x Aluminium cable
gregtech:cable:9001, 16x Aluminium cable
gregtech:cable:87, 1x Annealed Copper wire
gregtech:cable:1087, 2x Annealed Copper wire
gregtech:cable:2087, 4x Annealed Copper wire
gregtech:cable:3087, 8x Annealed Copper wire
gregtech:cable:4087, 16x Annealed Copper wire
gregtech:cable:5087, 1x Annealed Copper cable
gregtech:cable:6087, 2x Annealed Copper cable
gregtech:cable:7087, 4x Annealed Copper cable
gregtech:cable:8087, 8x Annealed Copper cable
gregtech:cable:9087, 16x Annealed Copper cable
gregtech:cable:231, 1x Black Steel wire
gregtech:cable:1231, 2x Black Steel wire
gregtech:cable:2231, 4x Black Steel wire
gregtech:cable:3231, 8x Black Steel wire
gregtech:cable:4231, 16x Black Steel wire
gregtech:cable:5231, 1x Black Steel cable
gregtech:cable:6231, 2x Black Steel cable
gregtech:cable:7231, 4x Black Steel cable
gregtech:cable:8231, 8x Black Steel cable
gregtech:cable:9231, 16x Black Steel cable
gregtech:cable:17, 1x Cobalt wire
gregtech:cable:1017, 2x Cobalt wire
gregtech:cable:2017, 4x Cobalt wire
gregtech:cable:3017, 8x Cobalt wire
gregtech:cable:4017, 16x Cobalt wire
gregtech:cable:5017, 1x Cobalt cable
gregtech:cable:6017, 2x Cobalt cable
gregtech:cable:7017, 4x Cobalt cable
gregtech:cable:8017, 8x Cobalt cable
gregtech:cable:9017, 16x Cobalt cable
gregtech:cable:18, 1x Copper wire
gregtech:cable:1018, 2x Copper wire
gregtech:cable:2018, 4x Copper wire
gregtech:cable:3018, 8x Copper wire
gregtech:cable:4018, 16x Copper wire
gregtech:cable:5018, 1x Copper cable
gregtech:cable:6018, 2x Copper cable
gregtech:cable:7018, 4x Copper cable
gregtech:cable:8018, 8x Copper cable
gregtech:cable:9018, 16x Copper cable
gregtech:cable:109, 1x Cupronickel wire
gregtech:cable:1109, 2x Cupronickel wire
gregtech:cable:2109, 4x Cupronickel wire
gregtech:cable:3109, 8x Cupronickel wire
gregtech:cable:4109, 16x Cupronickel wire
gregtech:cable:5109, 1x Cupronickel cable
gregtech:cable:6109, 2x Cupronickel cable
gregtech:cable:7109, 4x Cupronickel cable
gregtech:cable:8109, 8x Cupronickel cable
gregtech:cable:9109, 16x Cupronickel cable
gregtech:cable:312, 1x Duranium wire
gregtech:cable:1312, 2x Duranium wire
gregtech:cable:2312, 4x Duranium wire
gregtech:cable:3312, 8x Duranium wire
gregtech:cable:4312, 16x Duranium wire
gregtech:cable:5312, 1x Duranium cable
gregtech:cable:6312, 2x Duranium cable
gregtech:cable:7312, 4x Duranium cable
gregtech:cable:8312, 8x Duranium cable
gregtech:cable:9312, 16x Duranium cable
gregtech:cable:112, 1x Electrum wire
gregtech:cable:1112, 2x Electrum wire
gregtech:cable:2112, 4x Electrum wire
gregtech:cable:3112, 8x Electrum wire
gregtech:cable:4112, 16x Electrum wire
gregtech:cable:5112, 1x Electrum cable
gregtech:cable:6112, 2x Electrum cable
gregtech:cable:7112, 4x Electrum cable
gregtech:cable:8112, 8x Electrum cable
gregtech:cable:9112, 16x Electrum cable
gregtech:cable:26, 1x Gold wire
gregtech:cable:1026, 2x Gold wire
gregtech:cable:2026, 4x Gold wire
gregtech:cable:3026, 8x Gold wire
gregtech:cable:4026, 16x Gold wire
gregtech:cable:5026, 1x Gold cable
gregtech:cable:6026, 2x Gold cable
gregtech:cable:7026, 4x Gold cable
gregtech:cable:8026, 8x Gold cable
gregtech:cable:9026, 16x Gold cable
gregtech:cable:205, 1x Graphene wire
gregtech:cable:1205, 2x Graphene wire
gregtech:cable:2205, 4x Graphene wire
gregtech:cable:3205, 8x Graphene wire
gregtech:cable:4205, 16x Graphene wire
gregtech:cable:5205, 1x Graphene cable
gregtech:cable:6205, 2x Graphene cable
gregtech:cable:7205, 4x Graphene cable
gregtech:cable:8205, 8x Graphene cable
gregtech:cable:9205, 16x Graphene cable
gregtech:cable:302, 1x HSS-G wire
gregtech:cable:1302, 2x HSS-G wire
gregtech:cable:2302, 4x HSS-G wire
gregtech:cable:3302, 8x HSS-G wire
gregtech:cable:4302, 16x HSS-G wire
gregtech:cable:5302, 1x HSS-G cable
gregtech:cable:6302, 2x HSS-G cable
gregtech:cable:7302, 4x HSS-G cable
gregtech:cable:8302, 8x HSS-G cable
gregtech:cable:9302, 16x HSS-G cable
gregtech:cable:33, 1x Iron wire
gregtech:cable:1033, 2x Iron wire
gregtech:cable:2033, 4x Iron wire
gregtech:cable:3033, 8x Iron wire
gregtech:cable:4033, 16x Iron wire
gregtech:cable:5033, 1x Iron cable
gregtech:cable:6033, 2x Iron cable
gregtech:cable:7033, 4x Iron cable
gregtech:cable:8033, 8x Iron cable
gregtech:cable:9033, 16x Iron cable
gregtech:cable:127, 1x Kanthal wire
gregtech:cable:1127, 2x Kanthal wire
gregtech:cable:2127, 4x Kanthal wire
gregtech:cable:3127, 8x Kanthal wire
gregtech:cable:4127, 16x Kanthal wire
gregtech:cable:5127, 1x Kanthal cable
gregtech:cable:6127, 2x Kanthal cable
gregtech:cable:7127, 4x Kanthal cable
gregtech:cable:8127, 8x Kanthal cable
gregtech:cable:9127, 16x Kanthal cable
gregtech:cable:35, 1x Lead wire
gregtech:cable:1035, 2x Lead wire
gregtech:cable:2035, 4x Lead wire
gregtech:cable:3035, 8x Lead wire
gregtech:cable:4035, 16x Lead wire
gregtech:cable:5035, 1x Lead cable
gregtech:cable:6035, 2x Lead cable
gregtech:cable:7035, 4x Lead cable
gregtech:cable:8035, 8x Lead cable
gregtech:cable:9035, 16x Lead cable
gregtech:cable:307, 1x Naquadah wire
gregtech:cable:1307, 2x Naquadah wire
gregtech:cable:2307, 4x Naquadah wire
gregtech:cable:3307, 8x Naquadah wire
gregtech:cable:4307, 16x Naquadah wire
gregtech:cable:5307, 1x Naquadah cable
gregtech:cable:6307, 2x Naquadah cable
gregtech:cable:7307, 4x Naquadah cable
gregtech:cable:8307, 8x Naquadah cable
gregtech:cable:9307, 16x Naquadah cable
gregtech:cable:308, 1x Naquadah Alloy wire
gregtech:cable:1308, 2x Naquadah Alloy wire
gregtech:cable:2308, 4x Naquadah Alloy wire
gregtech:cable:3308, 8x Naquadah Alloy wire
gregtech:cable:4308, 16x Naquadah Alloy wire
gregtech:cable:5308, 1x Naquadah Alloy cable
gregtech:cable:6308, 2x Naquadah Alloy cable
gregtech:cable:7308, 4x Naquadah Alloy cable
gregtech:cable:8308, 8x Naquadah Alloy cable
gregtech:cable:9308, 16x Naquadah Alloy cable
gregtech:cable:133, 1x Nichrome wire
gregtech:cable:1133, 2x Nichrome wire
gregtech:cable:2133, 4x Nichrome wire
gregtech:cable:3133, 8x Nichrome wire
gregtech:cable:4133, 16x Nichrome wire
gregtech:cable:5133, 1x Nichrome cable
gregtech:cable:6133, 2x Nichrome cable
gregtech:cable:7133, 4x Nichrome cable
gregtech:cable:8133, 8x Nichrome cable
gregtech:cable:9133, 16x Nichrome cable
gregtech:cable:44, 1x Nickel wire
gregtech:cable:1044, 2x Nickel wire
gregtech:cable:2044, 4x Nickel wire
gregtech:cable:3044, 8x Nickel wire
gregtech:cable:4044, 16x Nickel wire
gregtech:cable:5044, 1x Nickel cable
gregtech:cable:6044, 2x Nickel cable
gregtech:cable:7044, 4x Nickel cable
gregtech:cable:8044, 8x Nickel cable
gregtech:cable:9044, 16x Nickel cable
gregtech:cable:135, 1x Niobium-Titanium wire
gregtech:cable:1135, 2x Niobium-Titanium wire
gregtech:cable:2135, 4x Niobium-Titanium wire
gregtech:cable:3135, 8x Niobium-Titanium wire
gregtech:cable:4135, 16x Niobium-Titanium wire
gregtech:cable:5135, 1x Niobium-Titanium cable
gregtech:cable:6135, 2x Niobium-Titanium cable
gregtech:cable:7135, 4x Niobium-Titanium cable
gregtech:cable:8135, 8x Niobium-Titanium cable
gregtech:cable:9135, 16x Niobium-Titanium cable
gregtech:cable:47, 1x Osmium wire
gregtech:cable:1047, 2x Osmium wire
gregtech:cable:2047, 4x Osmium wire
gregtech:cable:3047, 8x Osmium wire
gregtech:cable:4047, 16x Osmium wire
gregtech:cable:5047, 1x Osmium cable
gregtech:cable:6047, 2x Osmium cable
gregtech:cable:7047, 4x Osmium cable
gregtech:cable:8047, 8x Osmium cable
gregtech:cable:9047, 16x Osmium cable
gregtech:cable:49, 1x Palladium wire
gregtech:cable:1049, 2x Palladium wire
gregtech:cable:2049, 4x Palladium wire
gregtech:cable:3049, 8x Palladium wire
gregtech:cable:4049, 16x Palladium wire
gregtech:cable:5049, 1x Palladium cable
gregtech:cable:6049, 2x Palladium cable
gregtech:cable:7049, 4x Palladium cable
gregtech:cable:8049, 8x Palladium cable
gregtech:cable:9049, 16x Palladium cable
gregtech:cable:51, 1x Platinum wire
gregtech:cable:1051, 2x Platinum wire
gregtech:cable:2051, 4x Platinum wire
gregtech:cable:3051, 8x Platinum wire
gregtech:cable:4051, 16x Platinum wire
gregtech:cable:5051, 1x Platinum cable
gregtech:cable:6051, 2x Platinum cable
gregtech:cable:7051, 4x Platinum cable
gregtech:cable:8051, 8x Platinum cable
gregtech:cable:9051, 16x Platinum cable
gregtech:cable:237, 1x Red Alloy wire
gregtech:cable:1237, 2x Red Alloy wire
gregtech:cable:2237, 4x Red Alloy wire
gregtech:cable:3237, 8x Red Alloy wire
gregtech:cable:4237, 16x Red Alloy wire
gregtech:cable:5237, 1x Red Alloy cable
gregtech:cable:6237, 2x Red Alloy cable
gregtech:cable:7237, 4x Red Alloy cable
gregtech:cable:8237, 8x Red Alloy cable
gregtech:cable:9237, 16x Red Alloy cable
gregtech:cable:62, 1x Silver wire
gregtech:cable:1062, 2x Silver wire
gregtech:cable:2062, 4x Silver wire
gregtech:cable:3062, 8x Silver wire
gregtech:cable:4062, 16x Silver wire
gregtech:cable:5062, 1x Silver cable
gregtech:cable:6062, 2x Silver cable
gregtech:cable:7062, 4x Silver cable
gregtech:cable:8062, 8x Silver cable
gregtech:cable:9062, 16x Silver cable
gregtech:cable:180, 1x Soldering Alloy wire
gregtech:cable:1180, 2x Soldering Alloy wire
gregtech:cable:2180, 4x Soldering Alloy wire
gregtech:cable:3180, 8x Soldering Alloy wire
gregtech:cable:4180, 16x Soldering Alloy wire
gregtech:cable:5180, 1x Soldering Alloy cable
gregtech:cable:6180, 2x Soldering Alloy cable
gregtech:cable:7180, 4x Soldering Alloy cable
gregtech:cable:8180, 8x Soldering Alloy cable
gregtech:cable:9180, 16x Soldering Alloy cable
gregtech:cable:184, 1x Steel wire
gregtech:cable:1184, 2x Steel wire
gregtech:cable:2184, 4x Steel wire
gregtech:cable:3184, 8x Steel wire
gregtech:cable:4184, 16x Steel wire
gregtech:cable:5184, 1x Steel cable
gregtech:cable:6184, 2x Steel cable
gregtech:cable:7184, 4x Steel cable
gregtech:cable:8184, 8x Steel cable
gregtech:cable:9184, 16x Steel cable
gregtech:cable:354, 1x Superconductor wire
gregtech:cable:1354, 2x Superconductor wire
gregtech:cable:2354, 4x Superconductor wire
gregtech:cable:3354, 8x Superconductor wire
gregtech:cable:4354, 16x Superconductor wire
gregtech:cable:5354, 1x Superconductor cable
gregtech:cable:6354, 2x Superconductor cable
gregtech:cable:7354, 4x Superconductor cable
gregtech:cable:8354, 8x Superconductor cable
gregtech:cable:9354, 16x Superconductor cable
gregtech:cable:71, 1x Tin wire
gregtech:cable:1071, 2x Tin wire
gregtech:cable:2071, 4x Tin wire
gregtech:cable:3071, 8x Tin wire
gregtech:cable:4071, 16x Tin wire
gregtech:cable:5071, 1x Tin cable
gregtech:cable:6071, 2x Tin cable
gregtech:cable:7071, 4x Tin cable
gregtech:cable:8071, 8x Tin cable
gregtech:cable:9071, 16x Tin cable
gregtech:cable:72, 1x Titanium wire
gregtech:cable:1072, 2x Titanium wire
gregtech:cable:2072, 4x Titanium wire
gregtech:cable:3072, 8x Titanium wire
gregtech:cable:4072, 16x Titanium wire
gregtech:cable:5072, 1x Titanium cable
gregtech:cable:6072, 2x Titanium cable
gregtech:cable:7072, 4x Titanium cable
gregtech:cable:8072, 8x Titanium cable
gregtech:cable:9072, 16x Titanium cable
gregtech:cable:74, 1x Tungsten wire
gregtech:cable:1074, 2x Tungsten wire
gregtech:cable:2074, 4x Tungsten wire
gregtech:cable:3074, 8x Tungsten wire
gregtech:cable:4074, 16x Tungsten wire
gregtech:cable:5074, 1x Tungsten cable
gregtech:cable:6074, 2x Tungsten cable
gregtech:cable:7074, 4x Tungsten cable
gregtech:cable:8074, 8x Tungsten cable
gregtech:cable:9074, 16x Tungsten cable
gregtech:cable:235, 1x Tungstensteel wire
gregtech:cable:1235, 2x Tungstensteel wire
gregtech:cable:2235, 4x Tungstensteel wire
gregtech:cable:3235, 8x Tungstensteel wire
gregtech:cable:4235, 16x Tungstensteel wire
gregtech:cable:5235, 1x Tungstensteel cable
gregtech:cable:6235, 2x Tungstensteel cable
gregtech:cable:7235, 4x Tungstensteel cable
gregtech:cable:8235, 8x Tungstensteel cable
gregtech:cable:9235, 16x Tungstensteel cable
